ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE
40.4,809.0,50.0,1.6,4.41,8.0,20.8,52.5
53.7,1889.0,18.0,-2.3,16.33,20.0,32.5,69.8
78.4,1919.0,65.0,5.5,23.88,40.0,34.9,67.1
20.4,2336.0,63.0,7.0,6.76,46.0,24.7,63.9
75.7,2410.0,25.0,-6.2,27.53,53.0,35.3,69.0
55.3,2642.0,54.0,-0.8,23.3,57.0,34.1,72.5
23.1,2535.0,71.0,7.8,6.84,61.0,25.1,58.0
39.6,2062.0,19.0,0.0,8.56,58.0,25.5,71.0
67.1,2010.0,67.0,-5.5,21.97,65.0,34.5,67.8
69.8,2214.0,47.0,-3.1,21.74,67.0,33.3,68.6
16.9,2226.0,34.0,0.0,5.92,64.0,24.3,77.3
61.6,1955.0,18.0,-0.8,17.88,59.0,32.5,68.6
47.5,1980.0,52.0,3.9,14.62,33.67243525896414,31.4,71.4
62.4,2036.0,22.0,-7.0,18.73,60.0,32.9,68.6
56.1,1993.0,19.0,-1.6,16.57,58.0,32.2,69.4
17.3,1871.0,18.0,1.6,5.14,53.0,22.7,63.5
62.7,1796.0,19.0,-9.4,16.33,52.0,31.8,69.0
65.9,1770.0,68.0,6.2,18.86,57.0,32.9,68.6
65.9,2193.0,46.0,-5.5,24.81,69.0,34.9,69.0
47.5,2312.0,19.0,0.0,12.01,63.0,29.4,70.2
69.4,1652.0,38.0,3.1,10.12,50.0,24.3,65.1
20.4,1623.0,19.0,0.0,3.82,44.0,21.6,73.7
49.0,1428.0,85.0,5.5,12.0,43.0,30.6,71.8
72.2,1937.0,29.0,-8.6,6.64,46.0,24.7,67.5
34.1,795.0,32.0,0.8,3.95,22.0,20.0,59.6
69.0,992.0,54.0,0.8,10.94,22.0,29.8,59.6
65.5,2111.0,18.0,-4.7,21.04,30.0,33.7,68.2
47.5,1525.0,43.0,3.9,10.73,36.0,29.4,71.4
39.6,939.0,97.0,4.7,3.81,25.0,19.2,57.3
100.0,1377.0,84.0,0.8,23.75,38.0,38.0,53.3
18.4,2017.0,40.0,4.7,5.29,40.0,23.1,67.8
48.04087253229344,1928.0,18.0,0.0,5.0,32.0,22.4,72.2
38.4,809.0,33.0,-3.9,4.05,10.0,20.4,58.4
54.5,1941.0,30.0,2.3,17.36,19.0,32.9,71.0
73.3,1808.0,41.0,3.1,22.54,33.0,34.1,68.2
17.6,1553.0,35.0,3.9,5.31,38.0,24.7,65.5
40.8,2078.0,40.0,0.0,12.6,47.0,30.6,72.5
45.1,2396.0,32.0,-7.8,16.21,53.0,31.8,73.3
17.6,2595.0,24.0,1.6,6.98,52.0,25.5,64.7
26.7,2624.0,21.0,7.8,11.06,53.0,29.4,78.0
18.4,2573.0,23.0,0.0,7.22,51.0,25.9,64.3
25.1,2548.0,26.0,3.1,9.67,53.0,28.2,78.0
39.2,2630.0,35.0,-7.0,15.65,54.0,31.8,76.1
18.0,2596.0,19.0,0.0,7.01,45.0,25.5,65.9
36.5,2157.0,40.0,1.6,11.24,40.0,27.5,74.1
51.8,2027.0,43.0,-2.3,15.91,44.0,31.8,70.2
21.2,2097.0,19.0,3.9,11.21,42.0,30.2,63.1
18.8,1932.0,29.0,1.6,5.27,31.0,23.1,63.5
42.7,724.0,33.0,3.9,4.36,12.0,20.8,64.3
40.4,796.0,34.0,1.6,4.37,0.0,20.8,50.6
46.7,861.0,59.0,-3.9,7.73,9.0,27.5,53.7
81.2,2357.0,63.0,0.0,30.85,23.0,36.9,67.5
54.9,3338.0,80.0,3.1,10.12,44.0,26.7,66.3
100.0,2303.0,94.0,-3.1,40.2,58.0,42.7,65.1
34.1,2472.0,18.0,0.0,7.84,69.0,24.7,71.4
100.0,2352.0,98.0,-5.5,40.15,73.0,41.2,65.1
72.2,2487.0,71.0,-0.8,26.19,77.0,34.9,72.9
85.5,2611.0,19.0,-9.4,30.65,79.0,36.1,67.8
51.0,2594.0,18.0,0.6281970010971596,19.49,74.0,32.5,73.3
36.9,2426.0,24.0,6.2,13.05,71.0,30.6,76.1
18.0,2300.0,19.0,0.0,6.17,64.0,24.3,64.3
52.5,2167.0,47.0,-3.9,16.69,68.0,32.2,70.2
71.8,2297.0,56.0,1.6,24.04,71.0,34.5,69.4
58.0,2318.0,20.0,0.0,18.58,67.0,27.23618212807402,70.6
21.6,965.0,39.0,10.2,4.06,28.0,20.0,56.9
38.8,833.0,33.0,3.9,4.04,18.0,20.4,53.7
36.1,830.0,26.0,1.6,4.09,12.0,20.0,54.1
37.3,829.0,40.0,-6.2,4.26,8.0,20.4,51.4
42.7,1582.0,53.0,0.8,10.12,17.0,28.6,71.8
18.8,1671.0,84.0,6.2,17.54,33.67243525896414,32.2,62.7
100.0,3021.0,64.0,0.8,50.22,43.0,42.0,65.5
62.4,2739.0,68.0,-1.6,26.1,60.0,34.9,72.5
18.4,2404.0,78.0,5.5,6.41,63.0,30.6,63.5
100.0,2133.0,73.0,-6.2,32.09,66.0,37.6,64.3
52.9,2214.0,59.0,-4.7,6.94,64.0,24.3,68.2
72.9,2166.0,34.0,-3.1,22.95,67.0,34.1,68.6
52.5,2293.0,19.0,3.1,17.96,65.0,32.5,72.2
90.2,1828.0,47.0,6.2,23.74,57.0,34.9,65.5
18.0,1490.0,31.0,3.9,3.8,18.0,20.8,62.7
92.2,2249.0,20.0,-2.3,31.18,37.0,36.9,66.7
59.2,2160.0,66.0,7.0,17.34,45.0,31.8,71.4
81.6,2360.0,52.0,3.1,21.61,53.0,32.5,68.2
63.9,2125.0,43.0,2.3,20.02,67.0,33.3,69.0
54.1,2222.0,50.0,-6.2,18.39,68.0,32.5,71.4
42.4,2266.0,19.0,0.0,8.44,65.0,25.9,63.8636053593179
19.6,1039.0,34.0,4.7,3.21,16.0,18.4,57.3
65.5,1048.0,46.0,-3.9,9.47,18.0,27.5,56.5
48.6,1708.0,51.0,-0.8,12.06,28.0,30.2,74.9
64.3,2594.0,29.0,-4.7,24.83,35.0,34.5,70.6
59.2,1851.0,64.0,-3.1,16.6,45.0,32.2,69.0
56.5,2306.0,21.0,-0.8,19.96,50.0,32.9,71.0
23.9,2368.0,18.0,6.2,9.32,45.0,28.6,78.4
18.4,2006.0,19.0,0.0,5.32,29.0,23.1,63.5
20.4,1035.0,21.0,6.2,3.07,19.0,18.4,61.2
29.0,847.0,56.0,0.0,3.67,9.0,19.6,62.4
36.1,787.0,36.0,0.8,4.01,0.0,20.4,56.1
42.0,783.0,35.0,-1.6,4.6,1.0,20.8,54.1
17.6,819.0,47.0,-1.6,4.09,12.0,23.9,65.9
22.0,1296.0,19.0,0.0,3.71,19.0,20.0,60.4
35.7,1813.0,59.0,3.9,9.6,33.67243525896414,29.0,73.7
90.6,2904.0,69.0,-2.3,40.04,39.0,38.0,67.8
86.3,2020.0,57.0,-10.9,24.71,43.0,34.5,66.7
50.6,2164.0,46.0,-6.2,16.16,45.0,32.2,69.0
70.2,2256.0,45.0,0.6281970010971596,23.23,44.0,32.9,69.4
71.0,2446.0,42.0,2.3,25.9,51.0,34.9,69.8
45.9,2516.0,18.0,3.9,17.09,49.0,32.2,73.7
27.1,2302.0,61.0,10.9,9.12,44.0,27.8,77.6
84.3,2232.0,42.0,0.0,27.48,48.0,35.7,67.8
16.9,1247.0,31.0,9.4,3.51,25.0,18.4,62.7
60.4,2021.0,68.0,1.6,19.71,36.0,33.7,63.1
20.4,2383.0,58.0,-1.6,6.53,42.0,24.3,63.9
27.8,2140.0,20.0,0.0,6.35,40.0,23.9,71.0
22.7,1858.0,20.0,0.0,5.32,23.0,23.5,74.1
21.6,899.0,34.0,3.9,3.76,17.0,20.4,64.7
37.6,799.0,32.0,-4.7,3.86,0.0,20.0,56.9
39.6,812.0,53.0,-2.3,8.35,12.0,28.6,53.7
74.9,2558.0,50.0,1.6,23.91,21.0,29.8,69.4
74.1,2112.0,30.0,-4.7,22.81,31.0,32.9,67.8
43.5,2664.0,50.0,3.9,8.1,34.0,25.5,74.9
61.6,1715.0,47.0,-6.2,15.72,37.0,31.8,68.6
27.8,1743.0,20.0,0.0,4.72,26.0,22.0,74.5
65.5,1267.0,24.0,6.2,12.1,15.0,29.4,65.9
38.8,790.0,35.0,-1.6,4.18,4.0,20.4,60.8
45.9,1104.0,48.0,2.3,8.74,33.67243525896414,27.5,62.4
39.2,1576.0,58.0,3.9,12.8,23.0,30.2,65.9
76.5,2190.0,19.0,-5.5,24.83,35.0,34.9,67.8
60.4,1692.0,62.0,0.0,15.29,42.0,31.8,72.5
24.7,1031.0,33.0,-0.8,2.6,19.0,19.2,59.2
38.4,779.0,35.0,-2.3,4.07,9.0,20.4,54.9
32.5,814.0,31.0,0.0,4.01,1.0,19.6,60.0
40.8,805.0,44.0,-3.1,4.17,3.0,20.4,54.9
63.5,846.0,48.0,0.0,9.0,16.0,28.2,54.1
50.2,2304.0,32.0,-7.8,17.11,33.0,32.2,71.8
38.0,2822.0,42.0,3.1,8.32,39.0,25.9,72.5
61.6,2067.0,39.0,0.8,18.78,46.0,32.9,69.0
47.8,2362.0,30.0,0.0,14.81,51.0,29.8,72.5
37.3,2612.0,19.0,3.1,14.25,56.0,31.0,75.7
19.2,1888.0,37.0,10.9,8.75,58.0,27.8,63.1
18.0,1600.0,48.0,3.1,4.14,48.0,21.6,63.1
71.0,1622.0,79.0,2.3,16.37,53.0,32.2,67.8
79.2,2070.0,78.0,4.7,24.5,66.0,34.9,67.8
46.7,2202.0,21.0,5.5,15.03,67.0,31.4,72.2
33.7,2199.0,20.0,0.0,10.32,61.0,29.0,76.5
19.2,1951.0,36.0,3.9,5.48,58.0,23.5,63.5
19.2,1860.0,18.0,3.1,5.17,54.0,23.1,63.1
37.6,804.0,29.0,3.1,4.12,5.0,20.0,55.3
37.3,792.0,31.0,1.6,4.01,0.0,20.4,60.0
61.6,1550.0,20.0,1.6,11.256157120272407,19.0,31.8,60.8
78.4,1697.0,73.0,-1.6,24.12,33.67243525896414,35.3,68.2
28.2,2120.0,100.0,7.8,20.58,46.0,33.7,63.5
100.0,2468.0,91.0,2.3,45.44,58.0,44.3,61.6
79.2,2254.0,21.0,-4.7,26.55,70.0,35.3,68.2
17.3,2283.0,19.0,0.0,5.93,64.0,24.3,64.3
36.5,1930.0,19.0,7.0,10.45,58.0,29.0,72.9
18.4,1816.0,40.0,3.1,4.97,54.0,22.4,63.5
18.4,1761.0,37.0,3.9,4.63,52.0,22.4,63.1
55.7,1731.0,59.0,-3.9,14.34,54.0,31.0,70.2
72.5,1803.0,23.0,-0.8,19.4,53.0,33.3,67.5
15.7,1475.0,20.0,7.0,3.52,42.0,21.2,69.4
36.9,1384.0,21.0,-2.3,7.66,40.0,28.2,70.6
19.2,1198.0,32.0,4.7,3.59,16.0,19.2,60.0
42.7,791.0,51.0,-0.8,4.43,23.0,22.0,53.3
76.9,2283.0,20.0,-3.1,26.3,37.0,35.3,68.2
36.5,1911.0,44.0,-4.7,11.37,46.0,29.8,72.9
18.8,2146.0,35.0,7.0,5.95,42.0,24.7,63.5
20.4,1848.0,29.0,7.8,5.31,16.0,22.7,62.7
40.8,777.0,64.0,3.9,5.22,20.0,25.9,60.4
80.0,2015.0,68.0,-2.3,24.48,35.0,34.9,66.7
21.2,2311.0,57.0,8.6,6.71,36.0,24.7,63.5
26.7,1801.0,21.0,0.0,5.88,26.0,22.7,70.6
19.2,1169.0,28.0,1.6,4.61,22.0,23.1,60.8
28.6,1714.0,32.0,0.0,7.81,23.0,26.7,74.5
47.8,1317.0,21.0,7.8,10.07,16.0,28.6,67.1
52.5,2187.0,20.0,-12.5,17.42,24.0,32.2,70.2
18.8,1675.0,37.0,1.6,4.47,23.0,22.0,62.7
60.8,2183.0,18.0,0.0,19.59,31.0,32.9,69.4
27.5,2587.0,19.0,-1.6,10.63,29.0,29.4,78.8
19.6,1808.0,22.0,3.9,4.77,22.0,22.4,63.8636053593179
63.5,2062.0,66.0,1.6,19.97,35.0,33.3,68.2
69.4,2234.0,20.0,1.6,22.45,48.0,34.1,69.0
37.6,2382.0,50.0,-3.1,13.11,51.0,30.6,74.9
23.5,2287.0,41.0,7.8,6.49,47.0,24.7,75.3
58.0,2316.0,48.0,2.3,20.2,48.0,33.3,71.0
67.5,2421.0,56.0,-5.5,24.44,54.0,34.5,70.6
31.8,2667.0,19.0,3.1,11.77,52.0,29.8,77.6
18.8,2314.0,32.0,0.0,6.51,42.0,25.1,63.9
39.6,1997.0,65.0,3.9,11.77,44.0,31.4,72.9
83.5,2295.0,70.0,0.8,29.64,52.0,36.5,67.8
78.8,2577.0,64.0,-0.8,30.59,54.0,36.1,68.6
18.8,2546.0,20.0,0.0,7.26,33.0,26.3,78.8
22.7,1027.0,41.0,-0.8,2.42,25.0,18.8,59.6
57.6,2215.0,21.0,0.0,20.05,41.0,33.7,71.8
38.4,2040.0,41.0,-3.1,14.02,52.0,31.0,76.1
22.0,2663.0,19.0,0.0,10.55,57.0,29.4,64.3
30.6,816.0,40.0,-0.8,5.23,20.0,22.7,67.8
54.1,1926.0,60.0,-2.3,17.23,36.0,32.5,69.8
78.8,3251.0,42.0,-7.0,39.36,44.0,38.0,68.2
84.3,2319.0,68.0,-3.1,29.22,53.0,36.1,67.8
25.5,2724.0,18.0,0.0,7.73,47.0,25.9,78.8
25.5,1211.0,64.0,6.2,3.58,27.0,19.6,66.7
92.2,1558.0,73.0,5.5,21.56,42.0,34.5,62.4
89.4,2933.0,83.0,-8.6,39.63,68.0,38.4,67.8
23.5,3120.0,89.0,7.8,8.74,72.0,27.1,50.6
77.6,2443.0,42.0,0.0,12.06,66.0,28.2,66.7
42.0,2165.0,19.0,-3.9,13.46,61.0,30.6,72.2
18.0,1752.0,21.0,0.0,4.75,46.0,22.4,63.5
33.3,1465.0,52.0,-0.8,7.41,47.0,25.9,73.7
86.7,1631.0,63.0,-2.3,21.85,54.0,34.5,65.5
85.5,1875.0,58.0,-1.6,22.59,58.0,32.5,66.3
51.8,1944.0,19.0,0.0,7.48,43.0,25.1,67.8
37.6,924.0,66.0,3.9,8.63,24.0,29.0,63.1
76.9,2294.0,51.0,-4.7,26.88,37.0,35.7,68.2
21.2,1924.0,76.0,6.2,23.46,41.0,36.1,77.3
20.4,1987.0,65.0,2.3,9.63,42.0,29.8,72.9
48.6,2122.0,27.0,5.5,8.01,21.0,25.9,69.0
30.2,813.0,78.0,-1.6,3.37,26.0,19.2,60.4
97.6,2549.0,20.0,-4.7,38.1,40.0,38.8,66.7
20.4,2220.0,19.0,0.0,6.77,33.0,25.1,63.1
18.0,1528.0,25.0,3.1,3.75,20.0,21.6,62.4
42.7,780.0,36.0,-0.8,4.48,11.0,20.8,52.9
33.3,812.0,66.0,-2.3,5.33,13.0,23.9,56.1
84.3,1228.0,20.0,-6.2,15.57,18.0,32.5,60.0
15.7,1216.0,39.0,-7.8,3.59,5.0,18.0,62.0
42.7,760.0,33.0,3.1,4.56,33.67243525896414,21.2,52.5
18.4,949.0,27.0,1.6,1.99,15.0,17.3,57.3
16.9,1295.0,20.0,7.0,3.4,12.0,20.4,62.7
25.5,907.0,47.0,4.7,3.67,13.0,19.6,67.8
46.7,1229.0,19.0,3.9,8.58,18.0,27.5,65.1
19.6,1037.0,42.0,-1.6,2.89,12.0,18.8,56.1
29.0,901.0,34.0,0.0,3.94,4.0,19.2,67.5
38.4,793.0,34.0,0.0,4.17,33.67243525896414,20.4,55.3
81.6,975.0,66.0,-3.9,11.7,15.0,30.6,56.1
100.0,1205.0,88.0,7.0,17.83,20.0,36.1,60.4
97.6,3021.0,52.0,-1.6,44.91,39.0,39.6,66.7
74.9,2001.0,70.0,0.8,22.2,46.0,34.5,67.5
62.4,2031.0,61.0,-0.8,18.74,65.0,32.9,68.2
78.8,2202.0,63.0,-10.2,25.66,69.0,34.9,67.8
19.2,2250.0,39.0,0.0,6.46,63.0,25.1,65.1
47.1,2096.0,64.0,6.2,14.53,64.0,32.2,71.4
90.2,2169.0,19.0,0.8,29.6,68.0,36.5,66.3
58.4,1854.0,60.0,5.5,16.83,72.0,32.5,69.4
72.9,2018.0,19.0,-7.0,21.89,77.0,34.1,67.5
54.1,2115.0,48.0,3.1,17.26,78.0,32.2,68.2
58.4,2097.0,20.0,-4.7,18.44,71.0,32.5,69.4
18.0,1835.0,36.0,3.1,4.78,42.0,22.7,63.5
38.0,791.0,43.0,-3.9,4.24,19.0,20.4,58.4
73.7,1852.0,67.0,0.0,21.75,33.0,34.1,67.1
84.7,2088.0,65.0,-0.8,26.18,49.0,35.3,66.7
86.7,2536.0,70.0,-8.6,34.0,59.0,37.3,67.5
18.4,2212.0,37.0,7.8,5.81,24.0,23.1,63.5
56.5,1906.0,61.0,6.2,14.91,32.0,32.2,67.5
79.6,2997.0,53.0,3.1,35.73,43.0,37.3,67.8
59.6,2225.0,51.0,-1.6,20.68,53.0,33.3,69.8
61.2,2699.0,19.0,-10.2,22.82,56.0,34.1,70.6
19.2,1702.0,34.0,0.6281970010971596,4.25,37.0,27.23618212807402,63.1
60.0,1852.0,33.0,0.8,16.7,39.0,32.2,65.1
20.0,1808.0,36.0,3.1,5.28,25.0,22.7,75.7
43.5,783.0,44.0,0.6281970010971596,4.77,0.0,22.4,60.8
74.1,977.0,60.0,3.1,10.28,6.0,29.4,62.4
100.0,1263.0,85.0,3.1,22.52,34.0,40.4,52.5
60.4,1884.0,20.0,0.8,18.43,57.0,32.9,68.6
19.2,1873.0,19.0,0.0,5.46,52.0,23.5,62.7
53.7,814.0,38.0,-1.6,5.61,41.0,23.1,63.5
65.5,1244.0,69.0,3.9,12.8,45.0,32.2,61.6
86.3,2306.0,58.0,2.3,27.37,50.0,35.7,67.5
19.6,2405.0,21.0,0.0,6.96,41.0,25.5,64.7
18.4,1406.0,37.0,10.9,3.67,24.0,18.8,75.3
43.5,792.0,43.0,-6.2,4.84,0.0,22.0,57.3
48.6,799.0,44.0,2.3,5.62,2.0,23.9,56.5
45.1,801.0,45.0,-2.3,5.1,7.0,22.7,56.5
67.8,876.0,73.0,-7.0,7.5,17.0,26.7,60.8
93.7,1703.0,21.0,-0.8,23.84,29.0,35.7,62.4
67.5,1526.0,50.0,0.0,14.86,35.0,31.4,66.3
59.2,1506.438032627222,19.0,-3.1,15.49,34.0,31.8,68.6
22.4,849.0,50.0,-1.6,4.78,15.0,22.4,68.2
84.3,1458.0,73.0,0.0,18.71,29.0,33.3,59.2
88.2,2667.0,69.0,-8.6,35.94,41.0,37.6,67.8
89.0,3578.0,66.0,2.3,48.26,44.0,39.6,65.5
83.9,2218.0,70.0,-1.6,28.52,48.0,36.1,67.5
73.7,2439.0,61.0,-2.3,26.66,33.67243525896414,35.3,67.8
18.0,2596.0,19.0,3.1,9.95,53.0,29.8,66.7
19.6,2434.0,44.0,3.1,6.99,34.0,25.9,63.9
43.5,800.0,42.0,-2.3,4.73,31.0,21.6,59.2
18.0,1452.0,39.0,13.3,3.84,12.0,20.4,74.9
45.5,768.0,43.0,4.7,5.07,2.0,22.4,55.3
61.6,1679.0,53.0,-0.8,15.91,10.0,31.8,55.7
63.1,2055.0,51.0,3.1,18.59,12.0,32.9,68.2
71.0,1417.0,47.0,-7.0,14.55,20.0,31.4,65.9
70.6,1864.0,60.0,-0.8,20.2,33.0,33.7,67.5
19.6,2427.0,62.0,-3.1,7.01,40.0,25.1,62.4
85.5,2067.0,67.0,-0.8,26.05,48.0,35.3,66.7
23.5,1583.0,40.0,7.8,3.64,47.0,21.6,71.8
39.2,1541.0,52.0,6.2,8.37,48.0,25.9,71.4
69.0,1632.0,26.0,3.9,16.52,54.0,32.2,67.5
18.0,1870.0,20.0,0.0,5.37,50.0,23.1,75.3
18.4,1568.0,35.0,3.9,4.27,31.0,21.6,62.7
76.9,2381.0,43.0,-2.3,26.6,52.0,35.3,68.2
19.2,1787.0,22.0,0.0,4.99,47.0,22.7,74.9
80.4,1505.0,64.0,-3.1,17.86,49.0,32.9,64.7
68.2,1809.0,65.0,0.0,17.95,57.0,32.5,67.5
80.0,1932.0,54.0,-1.6,20.75,61.0,33.7,66.7
18.4,2032.0,20.0,3.9,6.55,58.0,28.2,77.6
19.6,1867.0,19.0,0.0,5.37,49.0,23.1,63.1
47.8,1618.0,34.0,4.7,10.63,48.0,29.4,72.5
18.0,1547.0,47.0,2.3,5.03,47.0,25.9,64.7
64.3,1737.0,54.0,-7.8,16.6,54.0,32.2,68.2
57.6,1835.0,49.0,-7.0,15.93,57.0,31.8,68.6
18.8,1888.0,36.0,4.7,9.92,56.0,28.2,65.5
60.0,1870.0,44.0,-6.2,16.58,55.0,31.8,68.6
56.1,1845.0,47.0,-3.1,15.1,56.0,31.4,69.4
19.2,1822.0,33.0,0.0,5.1,51.0,23.1,65.9
17.3,1641.0,35.0,3.9,4.44,47.0,23.9,63.1
50.2,1582.0,46.0,6.2,12.3,49.0,30.2,69.4
57.6,1660.0,35.0,3.1,14.14,50.0,31.0,68.6
54.9,1793.0,18.0,5.5,14.39,55.0,31.0,69.4
18.8,1782.0,20.0,0.6281970010971596,5.66,46.0,24.7,63.1
51.4,750.0,52.0,-1.6,5.76,43.0,23.9,64.7
76.9,2207.0,64.0,-2.3,25.52,51.0,34.9,67.8
78.4,2590.0,56.0,-5.5,31.11,59.0,36.5,68.2
24.3,2853.0,21.0,0.0,8.27,42.0,26.7,63.1
91.0,1987.0,20.0,6.2,27.18,39.0,36.1,71.0
67.8,1884.0,72.0,3.1,23.28,43.0,34.5,69.4
92.2,2193.0,73.0,-1.6,30.08,50.0,36.5,66.3
92.5,2514.0,57.0,3.1,34.88,48.0,37.3,67.1
60.4,1595.0,21.0,0.0,7.58,43.0,22.7,62.7
42.7,837.0,33.0,-4.7,4.37,28.0,20.4,65.1
54.9,1394.0,21.0,2.3,11.59,29.0,29.8,62.0
52.5,1460.0,53.0,3.9,12.27,33.0,30.2,68.6
76.5,1743.0,63.0,-4.7,19.93,42.0,33.3,67.1
27.5,2117.0,31.0,-3.9,6.57,44.0,25.1,72.5
35.7,2240.0,36.0,0.0,11.88,48.0,29.8,74.1
61.2,1640.0,53.0,5.5,14.9,52.0,31.4,68.2
30.6,1752.0,19.0,2.3,13.47,50.0,31.0,74.5
60.4,1691.0,49.0,5.5,14.71,52.0,31.4,68.2
59.2,1765.0,55.0,-3.9,15.52,54.0,31.8,68.6
27.8,1783.0,22.0,0.0,4.79,45.0,23.1,72.2
41.2,911.0,34.0,3.1,4.88,25.0,21.6,49.0
39.2,785.0,40.0,0.0,4.43,33.67243525896414,20.4,56.1
60.8,1583.0,50.0,-3.1,14.47,12.0,31.4,55.3
28.6,1785.0,61.0,5.5,3.68,21.0,20.8,55.7
79.2,2046.0,51.0,1.6,24.44,30.0,34.9,67.5
53.7,1572.0,47.0,2.3,4.7,35.0,22.0,68.6
60.0,2250.0,34.0,1.6,9.67,47.0,27.5,69.4
26.3,2347.0,19.0,0.0,7.24,33.67243525896414,25.5,74.5
31.8,1526.0,19.0,10.2,5.25,44.0,21.2,70.2
38.8,768.0,38.0,-3.1,4.3,36.0,20.4,57.6
56.9,2048.0,57.0,-7.8,17.41,44.0,32.5,69.4
74.1,2218.0,21.0,0.0,24.26,43.0,34.5,68.2
36.9,809.0,58.0,-0.8,4.91,31.0,22.4,67.5
29.0,1643.0,55.0,3.1,15.96,43.0,31.8,75.7
15.7,1388.0,33.0,4.7,3.49,18.0,20.8,72.9
45.5,799.0,40.0,1.6,5.02,0.0,22.7,52.2
81.2,1022.0,51.0,-7.8,11.26,14.0,29.8,55.7
27.8,2176.0,45.0,8.6,5.88,13.0,22.7,72.5
86.7,1058.0,54.0,-0.8,11.32,18.0,30.6,62.0
70.6,1656.0,62.0,-7.8,17.61,28.0,32.5,67.1
71.4,2530.0,53.0,-1.6,27.38,34.0,35.3,69.4
78.0,1711.0,66.0,-4.7,21.4,40.0,34.1,67.1
77.3,2100.0,62.0,-1.6,24.36,48.0,34.9,67.5
64.7,1994.0,63.0,-3.9,18.73,50.0,31.8,65.1
85.1,1688.0,60.0,-0.8,20.13,52.0,33.7,65.9
74.1,1905.0,44.0,-4.7,20.88,57.0,33.7,67.1
67.5,1530.0,68.0,-3.1,15.2,54.0,31.4,67.5
85.5,1444.0,69.0,3.1,17.93,51.0,32.9,62.7
83.5,1383.0,64.0,-4.7,16.87,52.0,32.5,62.0
48.6,1450.0,65.0,3.1,12.39,53.0,30.2,71.0
70.6,1476.0,50.0,-1.6,15.16,54.0,31.8,64.7
42.0,1447.0,21.0,4.7,5.21,50.0,24.3,73.3
74.5,1385.0,61.0,-0.8,15.18,53.0,31.8,63.9
96.1,1509.0,78.0,3.9,21.4,59.0,34.9,60.4
92.9,1691.0,74.0,-3.1,23.33,67.0,35.3,62.4
94.9,1907.0,70.0,2.3,26.5,74.0,36.1,64.3
86.7,2065.0,42.0,-7.0,25.58,73.0,34.5,66.7
23.5,1952.0,30.0,0.0,5.7,60.0,23.9,74.5
40.4,901.0,42.0,6.2,5.24,36.0,22.0,51.0
61.2,1037.0,57.0,3.1,9.34,43.0,29.0,62.7
58.0,2209.0,28.0,-5.5,18.41,45.0,32.5,69.4
48.2,2309.0,29.0,2.3,16.55,48.0,31.8,72.9
19.2,2304.0,20.0,-1.6,6.46,44.0,27.5,63.5
21.6,2112.0,20.0,4.7,10.65,41.0,30.2,76.9
26.7,956.0,41.0,11.7,4.69,23.0,23.1,71.0
58.0,1681.0,54.0,-1.6,14.48,5.0,31.4,54.9
82.4,1305.0,79.0,1.6,16.99,28.0,33.7,61.6
97.3,2707.0,27.0,-7.0,39.47,41.0,38.8,66.7
67.5,2087.0,73.0,-3.9,25.09,49.0,35.7,67.5
85.9,1986.0,72.0,-5.5,25.79,61.0,35.3,65.9
41.6,2026.0,55.0,0.0,8.77,58.0,26.3,63.9
74.9,2012.0,70.0,4.7,21.77,67.0,34.1,67.5
87.1,1975.0,74.0,4.7,25.04,73.0,35.3,66.3
20.0,1997.0,21.0,4.7,8.54,69.0,29.0,63.1
17.3,1303.0,31.0,8.6,3.47,19.0,18.8,74.9
45.9,1055.0,71.0,3.9,11.27,25.0,30.6,63.5
30.2,2273.0,74.0,3.1,8.59,35.0,23.5,68.2
93.7,1901.0,68.0,1.6,27.02,47.0,36.5,64.3
75.7,1977.0,65.0,0.0,22.33,67.0,34.1,67.1
76.9,2288.0,63.0,-6.2,26.23,72.0,35.3,68.2
18.8,2389.0,19.0,3.9,6.94,33.67243525896414,26.3,72.2
19.6,2196.0,22.0,1.6,6.35,55.0,24.7,63.5
36.9,830.0,33.0,3.1,4.25,8.0,20.4,57.3
72.2,1295.0,73.0,3.9,16.5,29.0,32.2,62.0
85.1,2760.0,58.0,0.0,35.43,39.0,37.3,67.8
78.4,2039.0,38.0,-6.2,24.06,47.0,34.5,67.1
19.6,2278.0,20.0,3.1,6.55,36.0,25.1,67.5
56.5,1831.0,19.0,3.1,14.91,34.0,31.0,58.4
19.2,1542.0,40.0,4.7,4.13,22.0,20.8,62.7
52.5,785.0,61.0,-1.6,5.42,1.0,23.5,61.6
80.4,1186.0,32.0,-8.6,12.84,16.0,30.6,57.3
22.4,1031.0,46.0,-1.6,4.54,19.0,21.6,72.2
51.8,800.0,39.0,4.7,5.51,25.0,23.5,52.5
45.5,2108.0,68.0,-3.1,15.24,32.0,31.4,70.6
83.9,2915.0,70.0,3.1,26.94,38.0,29.8,67.5
82.7,1948.0,69.0,-7.8,24.21,44.0,34.9,65.5
84.3,2256.0,72.0,-9.4,28.49,50.0,36.1,67.5
87.8,2531.0,26.0,-2.3,33.4,53.0,37.3,67.8
69.4,1790.0,69.0,2.3,18.92,56.0,34.5,67.5
